"","Team","year","W/L%","Conference","MadePlayoffs","EFG","Opp_EFG","TTP","DTTP","ORebRate","DRebRate","FTR","OFTR"
"700","Orlando Magic",2012,0.561,"East","Yes",0.50561797752809,0.487800264800454,0.250859141572255,0.22744682413927,0.257014201593349,0.706689536878216,0.192754746222394,0.190088897295252
"701","Philadelphia 76ers",1988,0.439,"East","No",0.484893146647015,0.505804898768229,0.245014225529354,0.223279699688804,0.341360963315598,0.647669848399775,0.30759027266028,0.232195950729152
"702","Philadelphia 76ers",1992,0.427,"East","No",0.488167430853424,0.49594121763471,0.228308818105369,0.218745612155162,0.296026860660325,0.624729437229437,0.259872799881674,0.192442267319804
"703","Philadelphia 76ers",1993,0.317,"East","No",0.479151943462898,0.504239533651298,0.244044035434764,0.223093844685178,0.267792207792208,0.626223596084493,0.251024734982332,0.187731849496555
"704","Philadelphia 76ers",1994,0.305,"East","No",0.478369262355184,0.501567184518942,0.253320198211945,0.216113730304593,0.272335844994618,0.631828978622328,0.221293444786626,0.176751158353775
"705","Philadelphia 76ers",1995,0.293,"East","No",0.475368709137905,0.5003001650908,0.258637144493224,0.244905808358848,0.30457552370452,0.625877069884928,0.238254523338908,0.235479513732553
"706","Philadelphia 76ers",1996,0.22,"East","No",0.473979432845123,0.521924661565627,0.271624290203853,0.236510804577439,0.284649364991717,0.615318906605923,0.258959177313805,0.216597998822837
"707","Philadelphia 76ers",1997,0.268,"East","No",0.47,0.510007097232079,0.260420442189199,0.231062961945123,0.329347543540421,0.63119807022246,0.259270072992701,0.222143364088006
"708","Philadelphia 76ers",1998,0.378,"East","No",0.461616476829459,0.481055900621118,0.259095118908203,0.252525252525253,0.31494960806271,0.649122807017544,0.270557029177719,0.256366459627329
"709","Philadelphia 76ers",2004,0.402,"East","No",0.455511182108626,0.466713769822578,0.268214801681114,0.255747645889139,0.262996087199553,0.665561083471531,0.241533546325879,0.231433506044905
"710","Philadelphia 76ers",2006,0.463,"East","No",0.48709135349832,0.499925361994328,0.2235207899406,0.239531582682754,0.246262341325811,0.67379827729925,0.270394133822181,0.240185102254068
"711","Philadelphia 76ers",2007,0.427,"East","No",0.479712858926342,0.500837138508371,0.245252856084532,0.247752804639171,0.258630609896433,0.666383460775984,0.255461922596754,0.221004566210046
"712","Philadelphia 76ers",2010,0.329,"East","No",0.495675514464659,0.518484710178001,0.234899064345002,0.230135565138623,0.260016579165515,0.698096885813149,0.203698180733671,0.230944774075764
"713","Philadelphia 76ers",2013,0.415,"East","No",0.481218274111675,0.495483968086708,0.225982495860508,0.236757689083758,0.233576642335766,0.687534473248759,0.145612762871646,0.200361282553063
"714","Philadelphia 76ers",2014,0.232,"East","No",0.475034965034965,0.523799283154122,0.259374203511297,0.245333201642374,0.234784760019792,0.69249525873747,0.19048951048951,0.244444444444444
"715","Philadelphia 76ers",2015,0.22,"East","No",0.459052678176184,0.497273397199705,0.286174596046733,0.258799951781086,0.243768693918245,0.67807486631016,0.194776449756529,0.225497420781135
"716","Philadelphia 76ers",2016,0.122,"East","No",0.486714099027153,0.509921484653819,0.261946557440999,0.228291182552005,0.198366096502425,0.694296375266525,0.186438216930449,0.240256959314775
"717","Philadelphia 76ers",1980,0.72,"East","Yes",0.494200670765791,0.460454966274302,0.27108357246248,0.262405863367402,0.32672722268098,0.640029147437454,0.262157629960872,0.216902526120883
"718","Philadelphia 76ers",1981,0.756,"East","Yes",0.515410716810406,0.454000272590977,0.265693394194084,0.271706755271972,0.317427989525749,0.649627791563275,0.263678778453273,0.252146653945754
"719","Philadelphia 76ers",1982,0.707,"East","Yes",0.521436765127617,0.479810814626571,0.238617894075671,0.265439890602606,0.307027992852889,0.643588362068966,0.264697447662747,0.261471128053085
"720","Philadelphia 76ers",1983,0.793,"East","Yes",0.500901275651692,0.464390896921017,0.254497106209917,0.263974020971823,0.369324473975637,0.644488579940417,0.272601220188575,0.217402945113788
"721","Philadelphia 76ers",1984,0.634,"East","Yes",0.497365725157325,0.483534192825112,0.262468884217043,0.258648722185723,0.342418092200638,0.642221623078997,0.298697497438899,0.246216367713004
"722","Philadelphia 76ers",1985,0.707,"East","Yes",0.496639016018307,0.493782311024172,0.25053606764951,0.252191468234397,0.366582135812905,0.645372645372645,0.331235697940503,0.259466256811513
"723","Philadelphia 76ers",1986,0.659,"East","Yes",0.490294701048456,0.498908296943231,0.254532107749266,0.251945950963362,0.365995031741651,0.64045246431457,0.301785208274299,0.210971615720524
"724","Philadelphia 76ers",1987,0.549,"East","Yes",0.497497055359246,0.49923653525819,0.252935652104411,0.236121819583655,0.34075788255713,0.634578674665939,0.290194346289753,0.215435868961688
"725","Philadelphia 76ers",1989,0.561,"East","Yes",0.500208304402166,0.513020833333333,0.208743139331747,0.218149187226669,0.308835449878411,0.647608576140737,0.27357311484516,0.214501096491228
